entityid;route;rub;age;mois;annee;prd;abd;prf;abf;cumuld;cumulf;long;epaisseurdernierstravaux;anneedernierstravaux;naturedernierstravaux;supportdernierstravaux
36f0ae4e-d6ee-4dd5-99c3-90ad7bb8d047;76 D0104;20;0;7;7;36;20;36;204;35921;36105;184;4;2003;BB;BB
36f1c17a-e8a3-477d-bcbd-582c5196365d;76 D0486;20;0;7;7;1;960;4;700;1968;4779;2811;6;2001;BB;GB
36f30965-eb27-42ce-bbed-8c06daf95a65;76 D0258;20;0;7;7;0;0;1;808;0;1799;1799;1;2003;ES;ES
370037bd-8842-40ed-8f5b-3c17fde4a1a4;76 D0921;20;0;5;8;21;758;22;334;22720;23284;564;1;1997;COUL;BB
370e03d5-bf31-41de-ae6d-3b4a5a475324;76 D0910A;20;0;6;12;0;139;0;171;139;171;32;6;2002;BB;BB
370eeb3c-9d7b-46aa-8293-82afa68b2e3f;76 D0289;20;0;7;7;2;494;2;862;2506;2874;368;1;2001;COUL;ES
37117f99-e2bd-42e6-bef9-0f121f3711d7;76 D0067;20;0;7;7;3;71;3;181;3057;3167;110;4;2007;BBM;AC
372db545-07bc-4fc0-8137-430b24e7de8a;76 D0115;20;0;7;7;25;236;25;611;25387;25762;375;3,5;2004;BBTM;COUL
37329c15-a440-4c3e-afc2-95603c1f787a;76 D0131;20;0;12;12;0;0;0;490;0;490;490;4;2002;BB;COUL
37380835-0a92-48e8-ad77-6ccbee09513b;76 D0029;20;0;3;9;13;123;13;610;13224;13711;487;1,5;2000;BBTM;BB-REP
373cebb4-8a64-4558-93f4-d77de8be5a6b;76 D0072;20;0;3;9;9;163;9;837;9273;9947;674;1,2;2009;ECF-BC;ES
37465b47-49c5-4502-845c-f4a1959ad6db;76 D0001;20;0;7;7;77;341;77;864;77303;77826;523;4;2006;BBM;BB
37490b5a-241c-46e9-9926-262c32cc84bd;76 D0938  G;20;0;3;8;3;600;5;400;600;2356;1756;1,5;2007;COUL;AC
374b81de-db6e-490e-a198-13c681b1c0d0;76 D0052;20;0;10;7;16;195;16;412;14290;14507;217;2;1998;BBUM;ES
374d381a-3366-49f1-8f72-5513905cc484;76 D0054;20;0;7;7;8;147;8;160;8232;8245;13;4;1996;BB;BBTM
375c1eb2-68e6-4512-a8cc-173d5a7f426f;76 D0921;20;0;8;11;0;509;0;569;509;569;60;6;2011;BBSG;AC
375f543c-f2e2-401a-b417-015c97815b78;76 D0058;20;0;7;7;10;128;10;451;10115;10438;323;1,5;2004;COUL;BB
376b39fb-8761-41b5-aa77-0d02e52b62d1;76 D0234;20;0;9;12;0;0;2;190;0;2387;2387;2,5;1996;BBUM;ES
37729a4f-a651-4e4e-842f-1cf87d7dddfd;76 D0013;20;0;8;8;68;977;69;763;68065;68859;794;1;2008;COUL;BBUM
37767d2b-295b-40f8-b3aa-805e505f0396;76 D0913;20;0;10;13;9;467;12;199;9032;11738;2706;1;2012;ES-BC;AC
377faa6a-1d58-44cc-945a-4c7ad84b14c2;76 D0047;20;0;7;7;23;15;23;950;22193;23128;935;0,8;2002;ES;AC
37852f14-ee25-4589-82b5-2e21b4dafb0f;76 D0069;20;0;7;8;12;905;13;47;12965;13098;133;1;2007;COUL;BBSP
37909afe-c2b4-406e-ab32-75d7e074f66d;76 D0135;20;0;9;13;10;927;13;350;10943;13330;2387;1;2011;ES-MC;BBUM
379b5ed9-ca0e-4f3c-a45d-ef44afd56215;76 D0929;20;0;7;7;17;463;18;794;17006;18230;1224;4;2006;BB;ESLGg
379b8a91-8563-41ff-b1cf-5843dbafe3c5;76 D0028;20;0;10;7;17;285;17;326;17528;17569;41;4;1991;BBTM;AC
37a30939-1968-4e2d-abd0-0659e0c0984a;76 D0037;20;0;7;7;34;150;36;791;34264;36914;2650;1;2011;ES-MC;BBSP
37a50769-d9bd-4339-b178-ab8451ed1c4c;76 D0062;20;0;8;7;19;14;19;147;18883;19016;133;1;2007;COUL;ES
37aa1527-f51d-4b8f-9323-9052d406b996;76 D0052;20;0;7;7;26;459;29;571;24693;27796;3103;1;2004;ES;ES
37ba2740-2362-4785-8e97-046d1105c379;76 D0054;20;0;7;7;15;780;17;780;15858;17866;2008;1;2002;COUL;BB
37d228be-5deb-45ae-ac69-99b681c52735;76 D0921;20;0;8;11;0;791;0;850;791;850;59;6;2011;BBSG;AC
37d52f22-6113-4352-a4b7-40865be685c1;76 D6382  G;20;0;6;11;0;0;1;1291;0;2116;2116;3;2003;BBTM;AC
37df4e5d-e85b-4841-9002-8665ecc87b2e;76 D0105;20;0;7;7;9;498;10;443;9508;10441;933;1;2006;COUL;BBSP
37e9d169-d16f-4e74-886a-1c38220ca312;76 D0069;20;0;9;12;1;250;4;678;1252;4692;3440;1;2011;ES-BC;BBUM
37ead711-facd-4a88-bf7b-fd67fa941fb6;76 D0054;20;0;7;7;21;65;22;40;21084;22095;1011;1;2003;ES;ES
380b17a2-4d68-451c-bc2e-daeb40f1cc73;76 D0036;20;0;11;14;17;993;18;700;18004;18737;733;1,2;2014;ECF-MC;AC
380c9eeb-f964-4ade-944a-13db6b3a3cd8;76 D0145;20;0;7;7;0;0;7;200;0;7206;7206;4;2008;BBM;BB
3829dd5b-8e77-4f9d-8b0d-3ee3965086fe;76 D0486;20;0;3;9;0;0;0;500;0;500;500;1,8;2001;BBUM;BB
382b4471-3597-497b-9c99-25350b3e0fa3;76 D0010;20;0;7;7;27;220;27;320;26630;26730;100;1;2007;COUL;BBUM
382f7eb9-e46f-4103-9e9c-370ff4a70b9b;76 D0039;20;0;7;7;27;639;27;863;28803;29027;224;6;2001;BBELA;BB
38392367-7319-45b1-8518-b142b7bd43bd;76 D0012;20;0;7;7;1;200;8;430;1199;8468;7269;1;2000;ES;ES
383c7f52-2e20-4293-88fd-ef7ab6f3231a;76 D0097;20;0;7;7;28;262;28;429;28437;28604;167;1;2003;COUL;ES
3850539e-b363-4d65-a12f-4ae0c2a3cb84;76 D0070;20;0;12;7;34;847;34;1020;34851;35024;173;6;2006;BB;ES
386e0a99-5883-4679-b220-44080e73d923;76 D0022;20;0;7;8;69;189;69;190;69250;69251;1;1;1996;COUL;ES
3890f514-20aa-468f-bbf4-6bf805ccdad8;76 D0023;20;0;7;7;0;0;0;521;0;521;521;1,5;2005;COUL;COUL
3895e8b3-9e5c-4d91-adc0-03ba42ebce2d;76 D6015;20;0;11;11;28;500;28;630;26984;27114;130;3;2004;BBTM;AC
38a06434-8332-4a8a-860f-d1081c54220f;76 D0089;20;0;7;8;17;370;19;227;17398;19279;1881;1;2008;COUL;COUL
38b8ddae-a99f-4f0c-922c-6c3f283df69a;76 D0925;20;0;10;9;68;740;68;790;67602;67652;50;1,5;2000;COUL;BB
38bb78f9-32fb-430e-9d00-04e4f9858433;76 D0013;20;0;7;7;14;498;14;662;13893;14057;164;4;1997;BB;AC
38dca396-9145-419a-95d4-d5b7a5236491;76 D0485;20;0;9;9;2;101;2;769;2117;2785;668;4;2006;BBTM;BBTM
38edbe04-b953-490d-8324-dc4f7ea03ce5;76 D0104;20;0;1;8;32;760;34;866;32742;34857;2115;2;2007;BB-REP;ES
38f6363b-6b02-4785-920d-de0b79fe0db9;76 D0110;20;0;7;7;8;203;8;300;8460;8557;97;6;1996;BBSP;BB
38fa3355-b235-479e-b088-4f1ae972571d;76 D0231;20;0;7;7;2;369;2;550;1305;1486;181;6;1983;BB;GB
38fee866-9ccc-47ba-a77c-43a416b98aea;76 D0938;20;0;11;11;22;0;22;240;14145;14385;240;5;1989;BB;AC
390bb1e3-135c-4c76-aaeb-7b815c97aca0;76 D0033;20;0;7;7;31;419;32;890;31310;32763;1453;0,6;2004;ES;ES
39151e01-aa53-489d-b46d-46156649acc6;76 D0940;20;0;7;7;40;203;40;803;40838;41438;600;5;2000;BB;BBTM
39351093-7b0d-4bf8-8db7-31b3cde55f6b;76 D0053A;20;0;11;11;0;0;0;411;0;411;411;4;2010;BBM;COUL
39435f95-6037-4927-940b-e7aa99311af1;76 D0104;20;0;9;11;26;929;27;809;26886;27767;881;0,6;2010;ES-BC;BBUM
394591c5-2127-4d0a-86e5-42242eb955c1;76 D0489;20;0;7;11;1;447;1;727;1763;2043;280;6;2006;BB;BB
394852d7-7ab5-45eb-9720-bd46d622666b;76 D0007  G;20;0;7;7;8;873;11;81;1776;3905;2129;4;2002;BB;AC
394fc875-fa9c-4a0f-bd9b-70c07b453f64;76 D0097;20;0;1;8;5;100;5;415;5216;5531;315;0,6;2007;ES;BBUM
3951bc01-aad4-4d54-877a-e4011f7c5547;76 D0013;20;0;7;7;4;300;7;468;4392;7623;3231;4;2001;BB;AC
396110fc-9384-479f-83f8-a5016392beac;76 D0491;20;0;7;7;0;917;0;976;917;976;59;1,5;2000;BBUM;BB-REP
39620420-6af6-4d39-9947-411e22cd7695;76 D0114;20;0;7;7;18;263;18;455;18187;18379;192;0,6;2000;ES;ES
39789d26-ad20-4ef9-9e86-c6fb5d059d51;76 D0003;20;0;6;11;38;140;39;32;38088;38985;897;2;1997;ECF-MC;BB
3989da46-36cb-4b72-9bf4-47a6339e603e;76 D0029;20;0;7;7;0;384;0;854;384;854;470;1;1993;COUL;ES
39a2031a-ed87-4c80-8421-68dd881e7113;76 D0982;20;0;9;12;58;8000;64;700;66146;71016;4870;3;1997;BB;BB
39b8f2d7-8270-4bcc-9157-3a9e196ab810;76 D0022;20;0;7;7;70;60;74;127;70125;74209;4084;4;2004;BBTM;ES
39c5934b-65fe-4dfb-8cb0-677699a08ee3;76 D0061;20;0;7;7;29;407;29;828;29526;29947;421;1;2006;COUL;BBUM
39c97026-bfa8-42d8-b50e-ff0f3088f1a4;76 D0073;20;0;3;9;8;672;8;754;5063;5145;82;4;1997;BB;BB-REP
39cb60a7-cedc-4cd4-b198-915be13e68e0;76 D0919;20;0;7;7;27;0;30;131;26603;29701;3098;4;2005;BB;BBTM
39cc8995-838e-4e94-b4f9-3aae59541328;76 D0267;20;0;7;7;0;298;0;790;298;790;492;1;2000;COUL;ES
39db7e19-b8cc-42c4-adb6-728cc9220164;76 D0149;20;0;9;12;2;445;4;975;2452;4989;2537;1;2012;ES-MC;BB
39f461b0-7126-4d7c-9939-49940b4c575e;76 D0061;20;0;7;7;36;595;36;792;36751;36948;197;1;2006;COUL;ES
3a0f803b-f7e7-4be5-ba53-51421a37d617;76 D0920;20;0;7;7;28;196;31;610;27696;31069;3373;4;2005;BB;BB
3a1291d0-c57d-4c63-bdca-5691f34e45df;76 D0018;20;0;7;7;0;474;0;712;474;712;238;1,2;1996;COUL;AC
3a2ed964-7031-44d4-a0e6-09917117e2d7;76 D0237;20;0;11;14;6;687;7;0;6707;7007;300;1,2;2014;ES-BC;AC
3a3700d4-4731-45f9-ae3e-3991fbdd7eb1;76 D0064;20;0;4;8;10;685;12;0;10759;12044;1285;1;1998;COUL;BB
3a3ef514-6204-45ef-9e35-d9cb74a55b0f;76 D0007;20;0;8;8;72;838;73;774;74677;75563;886;1;2008;COUL;BB-REP
3a5356e7-5b4f-45f3-bc1a-51ecc4493ca6;76 D0053;20;0;10;13;51;200;53;800;51501;54098;2597;1;2013;ES-MC;AC
3a62804b-9320-4f44-87b0-5cc9551661f7;76 D0061;20;0;7;7;5;955;5;978;6008;6031;23;1;2001;ES;AC
3a643fe2-253b-4292-9ef3-a9395c1a94cc;76 D0982;20;0;10;7;68;740;68;892;75150;75302;152;6;2004;BB;BB
3a7c4191-0a12-42d5-ac47-58ca9689dacb;76 D0046;20;0;7;7;0;0;2;732;0;2744;2744;0;2005;ES;BBUM
3aa50134-58ac-4248-a02a-e4bda00c6382;76 D0018;20;0;7;7;4;630;6;33;4615;6298;1683;4;2002;BB;AC
3ac29f42-4927-478f-8803-3e0fd30993ae;76 D0033;20;0;4;8;32;890;33;245;32763;33125;362;1;2004;COUL;COUL
3accc86a-3376-479e-ad25-c607902db064;76 D0920;20;0;12;11;45;117;45;531;44713;45127;414;5;1998;BB;COUL
3ae635d4-7d32-48bb-a448-e48a69b9b582;76 D1314;20;0;7;7;16;292;16;575;16264;16547;283;4;1996;BB;BB
3aea3fe0-5c31-40b4-a2a3-3c7f4c66c1ef;76 D0068B;20;0;7;7;0;0;0;416;0;416;416;1;2003;COUL;COUL
3af26984-f9d4-43b9-9bcf-acb3994a717a;76 D0057;20;0;10;9;11;500;13;334;11626;13593;1967;1;2008;COUL;COUL
3af6a1c0-46cf-4c87-b4fa-5f827cafa848;76 D0304;20;0;10;9;5;744;6;243;5766;6254;488;3;2000;BBSP;AC
3af6af3e-42b5-4fc5-9411-ff830d340836;76 D0091;20;0;9;13;12;0;17;163;12083;17178;5095;2;2001;BBUM;BB-REP
3affcd48-9962-431c-971d-6dfbd87bbf30;76 D0173;20;0;7;7;12;381;13;120;12369;13171;802;2;1996;BBUM;COUL
3b149eb6-0d94-4f50-98bf-a1a65a22a623;76 D0081;20;0;9;12;3;362;4;210;3464;4366;902;5;2000;BB;BB
3b15021f-06d1-44a8-95c6-a87cf43c700f;76 D0311;20;0;7;7;0;8;3;156;8;2496;2488;6;2009;BBSG;BBUM
3b2f43d7-31f1-4818-947d-d83e7c464bd3;76 D0022;20;0;11;14;37;850;38;80;37669;37937;268;6;1999;BB;BB
3b3915d2-3f62-4a58-970f-1712c4c8ef48;76 D1314;20;0;7;7;51;375;57;624;51200;57453;6253;4;2007;BB;BB
3b47081a-b867-4881-b566-8424fd3f9785;76 D0001;20;0;9;13;50;266;51;330;50225;51306;1081;2;2013;ES-MC;BB-REP
3b729e55-db1a-4d99-8f7a-4a6487e6df8d;76 D0003;20;0;10;13;31;562;32;50;31540;31963;423;2;2012;ECF-MC;AC
3b75a3bc-3690-4835-9140-5000c1edbce2;76 D0017;20;0;7;7;24;645;25;104;24294;24763;469;1,2;2012;ECF-BC;BB
3b7a2723-9f13-4caf-b004-3a91018b4740;76 D0048;20;0;7;7;19;458;23;259;19318;23126;3808;6;2002;BB;BB
3b7c72f7-ce71-40e8-942a-996f6865773c;76 D0003;20;0;4;9;10;844;11;135;10869;11157;288;4;1998;BB;BB
3b81647e-1945-45d5-bb5d-91483a0d312c;76 D0027;20;0;8;11;9;303;9;903;9274;9874;600;3;1999;BBSP;ES
3b819847-74bc-42f7-9237-5c72211b977e;76 D0065;20;0;4;8;14;892;15;387;14888;15409;521;2;1999;BBUM;BB-REP
3b92ac53-9d4e-496a-9306-3937dcf82415;76 D0276;20;0;7;10;2;783;3;796;2468;3456;988;1;2000;ES;ES
3b997625-fc2f-4d90-9c34-f15079f0c16f;76 D0131;20;0;11;7;4;537;4;750;4551;4764;213;6;1998;BB;BB
3b9e39b0-cd54-404b-aa2d-afd827c04448;76 D0117;20;0;7;7;7;726;10;468;7772;10519;2747;1;2003;ES;ES
3ba84d70-fef3-43ba-b9c7-2597bea31f71;76 D0049;20;0;7;7;23;550;24;940;24140;25570;1430;4;2006;BBM;BB-REP
3bbb4106-e734-40c5-a023-e26786fc69cb;76 D0022;20;0;7;7;18;210;18;471;18250;18511;261;0,6;2005;COUL;BBTM
3bdda8df-a20f-42bf-b978-8c6b0dfc2e5f;76 E6028A1;20;0;10;11;0;300;0;450;300;450;150;6,5;2009;BETOFX;AC
3be2af94-63ce-48be-a22d-57ae05fcd600;76 D0039;20;0;7;7;12;563;13;350;12639;13427;788;3;2011;ES-BC;BB
3beb0646-2223-4b4d-8500-b8da7be68bb9;76 D0003E;20;0;7;7;0;0;0;268;0;268;268;4;1996;BB;ES
3bf43a61-878c-4e84-8631-c7c53006ee7f;76 D0126;20;0;7;7;16;257;16;430;16566;16739;173;1;1997;ES;ES
3bf5a7f9-d2db-4c78-a23c-d2f28357017e;76 D0927;20;0;11;7;22;200;23;288;22652;23718;1066;1;2000;COUL;BB
3c0cd824-9d2a-42b7-a978-995c1c9bbca8;76 D0132E;20;0;7;7;0;0;0;625;0;625;625;4,5;2003;BB;AC
3c22887e-d8d9-496e-b00d-e0935261e30c;76 D0926;20;0;7;7;12;675;13;459;13146;13923;777;4;2012;BB;BB
3c27b077-6a6c-427f-8abc-88883022aa8d;76 D0982;20;0;11;11;0;487;1;113;487;1215;728;5;2012;BBSG;BB
3c2a1d66-33d3-4d19-a361-c030d4f0fcd9;76 D0080;20;0;10;7;12;715;13;892;12772;13944;1172;5;2005;BBSP;BBUM
3c2f5f97-5af1-469f-adfa-abf1afd3b891;76 D0066;20;0;7;7;1;236;1;309;1196;1269;73;4;2002;BB;AC
3c34a64e-9b4a-45dc-9241-4fe71a0390f3;76 D0296;20;0;11;14;0;0;2;576;0;2603;2603;1,2;2014;ES-BC;AC
3c37bddc-bfbb-4d8b-a297-05a2f74b8ef3;76 D0226;20;0;7;7;13;634;14;281;13666;14332;666;2;2006;BBUM;COUL
3c4e3fb3-4256-4c6b-aa61-9d318a2a710f;76 D0054;20;0;7;7;0;148;0;385;148;385;237;2;2005;BBTM;COUL
3c4e980c-c339-4cd1-88a5-727e9164bf07;76 D0010;20;0;7;7;32;110;35;314;31571;34826;3255;5;2005;BBSP;ES
3c6b2627-e5c3-4b4a-badd-9b8931d49529;76 D0982;20;0;9;12;70;811;70;1470;77280;77939;659;5;1984;BBSGM;??????
3c8efe27-d7f3-4d13-ba0b-27a40bc3b0d9;76 D0089;20;0;10;9;9;735;9;750;9803;9818;15;5;2008;BB;ES
3c9251c1-7d29-4d82-bba2-754ee6d6ab75;76 D1314;20;0;6;8;57;624;57;635;57453;57464;11;2,5;1997;BBUM;BB
3cafc5cf-b167-4038-baf6-f2ddb48bc571;76 D0919;20;0;7;7;30;131;31;515;29701;31085;1384;8;2006;BB+BBM;BBTM
3cb53639-b6e1-4fe9-8351-9e1fa0f43213;76 D0938  G;20;0;3;8;6;540;7;0;3481;3644;163;7;1996;BB;GB
3cc32cee-595f-4248-b7a7-56a8f562eacc;76 E6015D4;20;0;9;7;0;0;0;128;0;128;128;6;1900;BB;AC
3cd00188-f9a6-4bb3-afe1-674b70a1237f;76 D0938;20;0;3;8;18;820;19;110;11223;11607;384;7;1990;BBSG;GB
3ce0884d-a24f-4db4-bf7f-d966926b0d50;76 D0982;20;0;7;7;46;343;47;250;46204;47108;904;1;1997;COUL;COUL
3ce8734b-c54e-44f9-9a36-b8b961743d44;76 D0124;20;0;2;8;1;779;3;338;1786;3366;1580;1,5;2005;BBUM;BB-REP
3cf8aafd-d6ff-43fc-befc-7682bee8bb89;76 D0132;20;0;11;14;5;200;6;570;5062;6430;1368;1;2014;ECF-MC;AC
3cfae6a8-9b84-4139-b037-e5213290e4fd;76 D0149;20;0;6;12;16;760;19;54;16786;19098;2312;6;2001;BB;BB
3d0d6717-ebd2-403d-be5a-8bd45ba9c1d9;76 D0079;20;0;5;8;31;46;34;917;31703;33386;1683;1;2004;COUL;ES
3d133243-5fcc-4b25-a24a-d12318d97156;76 D0022;20;0;7;7;65;714;68;795;65766;68860;3094;1,5;2006;ES;BBUM
3d187e40-1147-4b53-a861-e75a2b203343;76 D0013;20;0;7;7;3;273;3;414;3271;3412;141;6;2003;BB;AC
3d19f808-ff2e-4200-b26d-c9b4de771b2e;76 D6014;20;0;12;13;2;680;2;780;2684;2784;100;0;1991;ESDGSP;AC
3d272534-0138-4070-a518-39181764b499;76 D0014;20;0;4;9;26;480;26;520;26533;26573;40;1;2009;COUL;ES
3d31a961-869f-4e84-ab98-2d29c3cd7792;76 D0131E;20;0;11;14;0;0;1;501;0;1460;1460;6;2014;BBSG;RABOT
3d3f3f2a-2cbb-4a2d-8415-e2f90598b6f6;76 D0007;20;0;7;7;10;698;10;849;10918;11069;151;6;2000;BBSP;AC
3d6181f6-128e-4b5f-babe-931ab8696870;76 D0982;20;0;10;13;47;250;47;810;47108;47668;560;3,5;1998;BBTM;COUL
3d79fd48-4132-4f4f-bb2c-b94fd21e2829;76 D0055B;20;0;12;7;0;0;0;161;0;161;161;2;2006;BB;BB
3d7ecbec-24f0-49ac-81ad-1a3c6c6c409f;76 D0913;20;0;11;14;6;0;6;130;5948;6078;130;1;2014;ECF-MC;AC
3d7fddbb-fd40-49c6-b92e-f95b8eb2a0dc;76 D0047;20;0;11;14;5;0;5;640;5143;5783;640;1,2;2014;ES-BC;AC
3d8fce62-68d0-4e00-ae94-e3756c8327df;76 D0228;20;0;7;7;0;0;2;711;0;2710;2710;6;2005;BB;BB
3d906a1f-16d4-4c67-88a5-991052852627;76 D0436;20;0;7;7;0;688;1;651;688;1652;964;1;2003;COUL;ES
3d939f75-ca6c-47a1-b9d7-6b3a546f8169;76 D0925;20;0;7;7;130;622;130;851;129063;129292;229;1,5;2004;COUL;BB
3d95cafd-7aec-4f06-a6d8-797c465008a4;76 D0243A;20;0;7;7;0;1490;0;1586;1490;1586;96;7;2006;BBSG;AC
3d9ce5be-695b-47c5-9c7b-8a8fc4da05ee;76 D0271;20;0;7;7;6;803;8;108;6849;8159;1310;4;2002;BBSP;ES
3d9daaa9-bef9-40b6-a882-14ca45ba29d0;76 D1314;20;0;10;13;31;249;32;148;31170;32084;914;1;2009;COUL;BB
3da4ffb1-17d7-4ddf-bf93-952b451e8e8d;76 D0078;20;0;7;7;3;838;4;235;3841;4254;413;2;2002;BBUM;BB-REP
3db20f90-b1b7-4af5-aad1-90da2af002b5;76 D0001E;20;0;7;7;0;0;0;743;0;743;743;1;2009;COUL;COUL
3db68673-659c-49b7-835c-3b46d76a61ed;76 D0142;20;0;10;9;5;100;8;200;5097;8218;3121;5;2009;BB;BB
3db7b2da-87ad-4ff5-81dc-bd1dfa4e9a6c;76 D0039;20;0;7;7;33;570;34;35;34799;35063;264;6;1998;BB;ES
3dd632b0-e9e6-4dae-acdb-59f77cc5b7ea;76 D0982;20;0;8;7;67;854;68;0;74069;74410;341;10;1983;BB;BETO
3dddf449-5f58-46f6-af35-b037a8e7e2ec;76 D0100;20;0;7;7;28;570;29;0;28285;28721;436;4;2006;BB-REP;ES
3de5c31c-a322-4b30-8ead-b38eacdc53ad;76 D0054;20;0;7;7;8;160;8;331;8245;8416;171;1;2006;COUL;BB
3e072c83-983b-420f-80a7-55bb0010cb2f;76 D0121;20;0;7;7;3;313;3;710;3276;3673;397;4;2003;BB;AC
3e0a24d2-3066-4742-af6f-cdfd5739f333;76 D0012;20;0;11;11;32;368;32;600;32738;32970;232;0,6;1999;ES;ES
3e57ac61-ff6f-4b26-a7e0-fdd0c4b07670;76 D0013;20;0;7;7;38;560;39;186;38035;38673;638;1;1999;COUL;AC
3e7778b1-8c30-4ff9-9399-3bf2fd22bbd6;76 D0044;20;0;6;11;1;800;3;100;1801;3128;1327;2;2001;BBUM;ES
3e7a22ac-8994-4be7-b12a-6d012082c07a;76 D0351;20;0;7;7;10;0;11;104;10033;11138;1105;3,5;2000;BBTM;AC
3e8992f5-750e-4489-92bc-e1fd605f3b78;76 D0214;20;0;12;11;5;181;5;736;5188;5743;555;1,5;2001;BBUM;BB-REP
3e9107f7-4065-4659-8c96-6430ad7ec980;76 D0115;20;0;7;7;28;743;30;687;28920;30888;1968;1;2002;COUL;ES
3ea246b2-cc92-4067-adda-31e8ae7f06a5;76 D0007;20;0;9;13;25;3;25;601;26661;27259;598;3;1997;BB;BB-REP
3ea61b88-8baf-4c60-af68-d96bd12ca5bd;76 D0003;20;0;7;7;26;890;27;461;26859;27434;575;1;2000;COUL;ES
3ebca567-98b1-485e-aef0-7895bca65871;76 D0094;20;0;11;8;12;250;12;270;12320;12340;20;1,5;2012;ECF-BC;COUL
3ebd29bd-555a-4aa0-89ab-f4ff4fb6d50a;76 D0105;20;0;7;7;9;429;9;498;9439;9508;69;1;2006;ES;BBSP
3ecb4f5c-bcc9-4e25-aac7-eed49aae41e5;76 D0915F;20;0;6;11;27;3147;31;789;3147;4277;1130;3;1999;BBTM;BB
3ed1d715-47b0-4966-a559-2fe6168d43d4;76 D0110  G;20;0;7;7;0;271;0;556;271;556;285;1;1994;COUL;COUL
3ee03f53-7176-4b0f-92de-ce57a77d7994;76 D0940;20;0;10;11;5;500;7;340;5934;7731;1797;6;2013;BBSG;BB
3ee4647d-142b-4b0b-9493-52291bfa8ba9;76 D0048;20;0;9;11;4;265;9;632;4136;9537;5401;1;2010;ES;ES
3ef64de2-a664-41f9-8b0b-d869f2041262;76 D0113;20;0;7;7;21;918;22;446;21917;22451;534;1,5;2012;ECF-BC;COUL
3ef8ce78-1dc4-44a8-9c8f-39bc6b8365d3;76 D0053;20;0;7;7;7;55;7;166;7165;7276;111;4;2008;BB;ES
3efd75c5-888e-47fd-8106-4877fab0351b;76 D0253;20;0;7;7;11;747;12;834;11759;12849;1090;0;1994;ES;ES
3f1479ac-8bbe-4edf-aa65-06477d18038c;76 D0025;20;0;7;7;16;520;16;785;16684;16949;265;0,6;2004;COUL;COUL
3f24c71d-bfee-4fad-ab37-b6e5c8fe4164;76 D0043;20;0;7;7;32;891;33;750;33190;34060;870;1,5;2005;BBUM;BB-REP
3f279a6c-b272-4ce0-983e-a31186b4528d;76 D0258;20;0;6;8;9;83;10;325;9120;10386;1266;1;2007;COUL;BB
3f3c21a1-8629-4c3b-b8b7-8baa218b0ebd;76 D0128;20;0;9;7;0;0;2;734;0;2725;2725;1;2007;ES;ES
3f70e798-aac5-4994-8fc2-0a405f85471b;76 D0237;20;0;7;7;9;200;11;319;9247;11375;2128;4;2005;BB;BB
3f7d540e-e94d-41a6-8271-d0a651f46056;76 D0098;20;0;7;7;16;3544;21;0;19662;22342;2680;1;2007;ES;BB-REP
3fad046b-d384-4ad0-8356-4d78c9351280;76 D0141;20;0;7;7;0;0;0;892;0;892;892;5;2003;BB;ES
3faf1697-327d-457d-b40d-b7c0e75a574f;76 D0113;20;0;7;7;7;928;8;526;7974;8567;593;1;2001;COUL;COUL
3fb39e75-d20c-4046-8d13-4892fa9c0e55;76 D0076;20;0;10;13;5;15;8;100;5135;8188;3053;2;2006;BBUM;COUL
3fb678bb-86dc-4d3e-a2e5-ab1e525fb8e1;76 D0119;20;0;7;7;7;131;8;150;7144;8165;1021;1;2005;COUL;ES
3fccfce0-e5df-4d87-9add-8eb5d7042467;76 D0122;20;0;1;8;9;496;10;270;9521;10296;775;1;2007;COUL;ES
3fea68b2-5cf9-4e54-a066-0afcb56a3e19;76 D0023;20;0;7;7;12;433;14;202;11540;13280;1740;4;1997;BB;BB
3fec7b44-a3a4-4b91-aca4-cd06e972e3e7;76 D0099;20;0;7;7;7;467;8;790;7689;8990;1301;1;2002;ES;ES
3ffce510-aff0-4f84-8952-1c8ba2f91a9a;76 D0123;20;0;7;7;7;206;7;926;7228;7948;720;1,5;2000;BBUM;ES
3fff54b7-2feb-4630-9d20-d531d128db58;76 D0027;20;0;7;7;31;15;32;442;31281;32735;1454;6;2002;BB-REP;ES
4004311e-167d-4228-be5d-32d4ee1e6c4e;76 D0125;20;0;9;12;10;120;12;235;10432;12272;1840;1;2011;ES-MC;BB
400c3762-968d-4539-af2b-a079ec6e9222;76 D1314;20;0;10;13;39;126;39;460;38892;39226;334;1,5;2012;ECF-BC;BBTM
401762b9-2e77-4db7-ab7e-66dbd9411a2e;76 D0154;20;0;7;7;10;275;10;317;8929;8971;42;4;2001;BB;COUL
4018bba4-86e4-4422-b956-35e4033148ac;76 D0135;20;0;11;9;8;200;9;490;8201;9484;1283;1;2000;COUL;BBTM
4019285c-6b82-4d20-9b50-b04468f079da;76 D0049;20;0;7;7;41;1820;41;1992;43615;43787;172;4;1990;BB;ES
401da021-9aaf-4bd3-86e0-36b74f0cbbaf;76 D0025A;20;0;7;7;0;0;1;560;0;1560;1560;1;2008;ES;BBSP
403d1db3-ac6e-4d43-a247-f95048d4b62f;76 D0036;20;0;7;7;22;640;24;210;22674;24253;1579;1,5;1999;BBUM;BB-REP
404e7ce2-12a5-42c4-9884-e674bb6c97db;76 D0925;20;0;10;7;4;400;4;443;4586;4629;43;3;1991;BBTM;BB
