entityid;route;rub;age;mois;annee;prd;abd;prf;abf;cumuld;cumulf;long;epaisseurdernierstravaux;anneedernierstravaux;naturedernierstravaux;supportdernierstravaux
d1974900-1ed9-44d2-bdcb-28dd853ab600;76 D0910;20;0;8;7;0;0;0;1920;0;1920;1920;6;2006;BB;GB
d19c309f-366d-4f86-b73f-e4687a2c0591;76 D0913;20;0;11;11;6;162;6;230;6110;6178;68;4;1999;BBTM;AC
d19ead26-24b3-4d55-9c34-61d9f1ba5fe4;76 D0920;20;0;7;7;4;51;4;499;4076;4524;448;1,5;2005;COUL;BB
d1a9fe33-25c7-48cd-8e53-54d0fad5fc9b;76 D0003;20;0;7;7;65;234;66;154;63968;64882;914;4;2005;BB;AC
d1b3cadd-c12f-4439-b85a-520390efe342;76 E0489C3;20;0;7;7;0;0;0;350;0;350;350;9999,99;1900;!!!!!!;BB
d1b6303f-23c4-4178-8ee3-b5a4c746971b;76 D0149;20;0;7;8;76;462;77;782;76637;77964;1327;6;2007;BBSG;COUL
d1c625ff-305b-4f23-a9e7-07fef0e37e91;76 D0053;20;0;11;14;39;31;41;0;39188;41168;1980;1,2;2014;ES-BC;AC
d1c9d22d-1308-4d56-951c-9ceba973c5d1;76 D0114;20;0;7;7;19;748;21;947;19676;21875;2199;1;2006;COUL;ES
d1cdfc6d-606a-49af-b450-8bcbe92dc9f0;76 D0113;20;0;7;7;5;328;5;800;5369;5841;472;1;2003;ES;ES
d1ce046e-da34-48e4-b161-5f029f630490;76 D0050;20;0;7;7;35;941;36;607;36122;36785;663;4;2007;BBSP;COUL
d1d5019c-2e64-4027-b8cf-cd9cb033ca1a;76 D0081;20;0;9;12;5;260;9;350;5387;9387;4000;3,5;2011;BBM;BB
d1d6816d-d85e-409e-889c-b8f23f2ee4bd;76 D0127;20;0;7;7;15;445;15;599;15442;15596;154;4;1997;BB;BBTM
d1d82597-729f-4eaf-88d7-d4626dff9872;76 D0913B;20;0;7;7;0;0;0;250;0;250;250;4;2004;BB;AC
d1d8b586-b7c7-496d-a675-410d94663d89;76 D0928;20;0;11;12;58;38;58;953;58469;59384;915;2;2012;ES-MC;BB
d206d089-40a6-40b0-8d3b-323af4d09c71;76 D0021;20;0;9;7;16;700;19;164;16853;19218;2365;2;2006;BB-REP;ES
d2073c86-c684-43b8-a319-1c9b3306d500;76 D0017;20;0;10;13;5;930;8;269;5982;8315;2333;1,5;2011;ECF-BC;BB-REP
d22531ca-e858-4e84-b730-2a3f67c1ec2e;76 D0913;20;0;7;7;6;130;6;162;6078;6110;32;8;1994;BB;GB
d2345fc9-43a9-447b-8566-0c723c855690;76 D0108;20;0;7;7;12;660;14;357;12654;14357;1703;0;2006;BBSP;ES
d235e256-5a30-47f8-aeab-3455e4b859a6;76 D0020A;20;0;7;7;0;0;0;593;0;593;593;0,6;1999;BB;AC
d23f5246-fd23-4b3b-bab7-85dd403a3d96;76 D0050;20;0;7;7;41;0;42;0;41216;42165;949;2,5;2000;BBTM;COUL
d244808b-da3a-4d75-a123-ca59766c080a;76 D0982;20;0;7;7;33;303;33;570;33484;33751;267;1;2002;COUL;BBTM
d262cb4d-1840-4038-ab41-ddfd175e8620;76 D0929;20;0;9;13;55;771;58;750;55402;58380;2978;2;2012;ECF-MC;BB
d26b3363-a0e0-4814-976e-7eb14433185d;76 D0916;20;0;7;7;1;308;2;560;1308;2565;1257;1;2011;ES-MC;BBTM
d275bcd4-6265-4503-b138-f1069e060f76;76 D0240;20;0;7;7;13;498;16;794;13571;16702;3131;1;2009;ES;ES
d284609d-26f8-41c0-9a88-c716686f6880;76 D0925;20;0;10;7;19;0;20;136;19657;20785;1128;9999,99;1900;!!!!!!;AC
d2ad97de-6c99-4aa5-8831-1030187f215f;76 D0066;20;0;11;11;5;510;5;960;5194;5644;450;1,5;2004;BBUM;GB
d2b014b3-ef9a-4c5f-aef9-4da7e0f75547;76 D0018E G;20;0;7;7;9;630;9;800;9567;9737;170;2,5;1996;BBTM;AC
d2bba87f-f9f7-4875-b396-2eb17ce08e2b;76 D6015;20;0;7;7;82;503;82;540;81537;81574;37;5;2008;BBSG;
d2cd2118-624d-458e-a57d-52d9b4780b77;76 D0121;20;0;11;11;10;765;10;960;10212;10407;195;1;1999;COUL;AC
d2d9a651-0f63-4a0f-b46c-f9eaccaf663c;76 D0079;20;0;7;8;40;524;41;70;39240;39776;536;1;2005;COUL;ES
d2e4fe66-feb1-4c66-bdd7-7b2b7450842e;76 D0925;20;0;7;7;85;753;86;330;84979;85590;611;4;2010;BBM;BBTM
d2ff933e-1c87-422b-bc69-8c371564ff17;76 D0028;20;0;7;7;29;70;31;225;29426;31490;2064;1,5;1996;BBUM;GB-REP
d317f931-4c89-4a59-b610-6118aabe0488;76 D0023;20;0;7;7;28;375;34;941;27620;34013;6393;4;2007;BB;BB
d3198006-b903-43a3-b6dd-3552329a9617;76 D0018;20;0;7;7;7;412;7;600;7862;8050;188;4;2006;BB;AC
d324592a-152b-4690-b2e0-50479bf94e27;76 D0269;20;0;7;7;0;474;1;360;474;1354;880;1;2003;COUL;ES
d329b4b5-f4b3-42ba-b286-a2de47957760;76 D0047;20;0;7;7;13;135;13;315;12458;12638;180;1;2006;COUL;BB
d32d8dab-2247-4a06-9e6c-4717eff41e98;76 D0109;20;0;11;7;27;824;28;340;27804;28318;514;1;2009;ES;ES
d33f69a2-d094-436d-9fcb-24d767dc6111;76 D0049;20;0;7;7;0;540;0;861;540;861;321;1;1999;COUL;BB
d340c85f-d719-419b-b8e6-0298073ffb9d;76 D0925;20;0;7;7;54;547;54;888;53106;53447;341;4;2008;BB;BB
d358a952-57ff-4313-8f59-50c5f324a007;76 D0075;20;0;3;9;54;235;56;718;54464;56953;2489;4;1998;BB;COUL
d363aff2-2b4b-4966-a4d0-68bfe667c58e;76 D0070;20;0;7;7;14;955;15;496;14967;15543;576;1;2006;COUL;BBSP
d380777f-8382-49f1-86df-6336088df0f2;76 D0982;20;0;7;7;67;710;67;854;73925;74069;144;6;2000;BB;BB
d38135a3-40be-4f40-8a7d-84769b65f3ad;76 D0049;20;0;7;7;35;900;36;300;36479;37084;605;4;2007;BBM;BBTM
d38eb023-5208-47c0-9317-fb45caadebb9;76 D0226;20;0;7;7;11;412;12;587;11438;12619;1181;1;1999;COUL;AC
d3911f71-a34d-4417-8421-5a492aacf082;76 D0490  G;20;0;7;7;6;790;8;1164;0;2370;2370;7;1992;BBSP;BB
d3a2a14e-2189-4cce-ac97-933dbddcc4bd;76 D0032;20;0;7;7;6;659;6;880;7152;7373;221;3;1993;BBTM;ES
d3a9b038-af98-47a3-bf5b-9be990e5c0f7;76 D0069;20;0;10;11;6;750;7;365;6762;7397;635;1,5;2011;ECF-BC;BBUM
d3b271c3-a1f5-4eb7-931e-5ce2b241fe7a;76 D0117;20;0;7;7;10;468;14;468;10519;14574;4055;1;2004;ES;ES
d3ba7d09-dd85-44cf-b93c-4c5f7f5eacda;76 D0315;20;0;7;7;11;380;11;418;11443;11481;38;0;1998;ES;ES
d3c481aa-52d7-4373-95dd-6ac528cf5899;76 D0005;20;0;7;7;0;800;1;0;800;941;141;4;1999;BBTM;BB
d3e537a7-f56b-4ecb-88e3-7f4f7f94787c;76 D0023;20;0;7;8;16;882;16;941;15969;16028;59;1;2009;COUL;BB
d3f6a68c-8a16-44f5-b31b-acec8efec042;76 D0241;20;0;7;7;9;415;14;198;9528;14124;4596;2;2005;BB-REP;ES
d3fc77b1-2f6b-48d7-beb6-95b935597c71;76 D0088;20;0;7;7;21;15;21;195;21008;21188;180;0;2008;BBSP;BBSP
d3fd344f-d86a-4b34-85cb-df842ff4656b;76 D0047;20;0;7;7;23;950;24;835;23128;24016;888;1;2002;COUL;AC
d423391c-cf02-43f8-8dfb-72466e584f22;76 D0022;20;0;7;7;53;25;53;564;53028;53567;539;1;2006;COUL;ES
d43f2349-b938-4808-bc37-bf0f7e93e75c;76 D0028;20;0;7;11;31;225;33;470;31490;33812;2322;6;2009;BBSG;BBUM
d466b4c0-a812-46e6-991e-605ce52d8853;76 D0154E;20;0;7;7;1;0;1;766;1002;1768;766;2,5;1999;BB;BB
d46b6f57-7a37-4c9d-9768-9a00108ca1ac;76 D0115;20;0;10;13;25;900;28;602;26051;28779;2728;1;1997;ES;ES
d47cf124-42ef-40ef-bde5-c7c745c64197;76 D0102;20;0;11;9;6;525;9;485;6573;9553;2980;2;2006;BB-REP;ES
d48b8343-ac9a-4b0b-84b9-04cd60758ec1;76 D0103;20;0;7;7;19;253;23;104;19438;23456;4018;2;2002;BBUM;GB-REP
d49d9028-e1e4-4147-85ba-8a54d24bee05;76 D0052;20;0;7;7;29;571;29;909;27796;28134;338;1;2001;COUL;BBUM
d4bc3214-510e-4e55-90f5-c6bcffa0a382;76 D0502;20;0;7;7;9;822;9;1330;9848;10356;508;1;2002;COUL;ES
d4bc9da6-253b-4403-8299-85fa0257dfa6;76 D0154E;20;0;7;7;0;0;0;78;0;78;78;4;1996;BB;BB
d4c0fcaa-f5cb-4836-8940-f7ee23d1577e;76 D0037;20;0;11;11;12;750;13;200;12756;13000;244;1;2007;ECF-BC;BB
d4db19c9-087f-4c5a-8a46-1c35d9f0dc9d;76 D0373;20;0;10;7;3;913;4;120;3447;3722;275;4;1990;BB;ES
d4e256f3-3868-475c-95a0-50259117091f;76 D0138;20;0;7;7;6;1526;9;80;7548;7979;431;5;2011;BBSG;AC
d4f07fde-3f2f-4b5e-8fd6-88cdb40385ee;76 D0055;20;0;7;7;32;70;32;160;33370;33460;90;6;2009;BBCOL;ES
d4f6cf4f-66b2-4bf9-a5c6-2d84f51c62e4;76 D0002;20;0;11;14;28;550;32;171;28284;31926;3642;1,2;2014;ES-BC;AC
d50a96e9-1ee3-45d4-9a52-903a6ded013d;76 D0139;20;0;11;14;7;800;7;870;6759;6829;70;6;2014;BBSG;RABOT
d5300eb3-afb4-4306-8aa3-d3b87e9b6d0f;76 D6015;20;0;8;11;1;90;1;150;1063;1123;60;0;1990;ESSP;AC
d535808f-bb87-4f12-9794-67cf37cbabfe;76 D6015;20;0;7;7;66;330;68;920;65213;67794;2581;6;2012;BBSG;ES
d54fc1b9-c04e-4fcf-a07b-32e019561efb;76 D0925;20;0;6;11;68;790;69;560;67652;68771;1119;4;2009;BB;COUL
d57c13bb-af97-4615-b0c4-f08cb0545a48;76 D0039;20;0;7;7;27;863;29;588;29027;30785;1758;7;1990;BB;AC
d58467eb-fc02-4e5f-af53-6b0ce847b2eb;76 D0373;20;0;10;7;4;400;4;463;4002;4065;63;4;1990;BB;ES
d58caffc-8796-4285-bdc6-21652118ebf0;76 D0231;20;0;7;7;3;310;3;620;2269;2579;310;6;2006;BB;BB
d59eb797-0bab-4b0a-8d8b-740381dbe942;76 D0925;20;0;6;11;100;387;107;572;99915;104589;4674;4;2002;BBSG;COUL
d5a2dad2-5b71-48d0-9b39-bf1730739174;76 D0043A;20;0;7;7;3;720;3;813;3671;3764;93;4;2003;BB;AC
d5b06a4f-7eca-4b84-9c7a-bfef4b8348b9;76 D0067;20;0;7;7;16;508;19;15;16597;19069;2472;0,6;2001;ES;ES
d5b505c5-4cdc-461f-89bc-f83e2334d731;76 D0928;20;0;7;7;35;500;36;0;35684;36185;501;2,5;2000;BBTM;!!!!!!
d5c19b3b-39ae-4ad8-966b-1fe7a4c78c3b;76 D0090;20;0;7;7;25;551;26;76;23925;24457;532;0,6;2002;COUL;COUL
d5e041c8-4ba5-4432-8b43-8affe1cdc6e3;76 D6015;20;0;9;12;89;770;90;0;88821;88989;168;7;2012;BBSG;BB
d5eb6444-ca71-4ccc-a7ea-eecb421beee0;76 D0052;20;0;7;7;21;799;22;236;20005;20446;441;1;2005;COUL;ES
d6201737-dde6-478f-a791-90b32e64f3ef;76 D0016;20;0;8;8;50;933;52;900;50893;52919;2026;0,6;2000;ES;ES
d62d549c-7a21-4aeb-bf68-c9059a5dd739;76 D0075;20;0;7;7;30;66;31;88;30298;31343;1045;0;2005;ES;ES
d631bf29-af19-4aa7-853f-571781465cfb;76 D0012;20;0;9;7;26;430;27;404;26564;27544;980;1;2007;ES;BB-REP
d63433b8-297e-4e76-a656-655b0429d94c;76 D6015;20;0;7;11;80;907;81;452;79844;80393;549;4;1987;BBMP;!!!!!!
d642551e-ffd1-4edd-8381-d08aea57c848;76 D0910;20;0;10;7;12;317;12;960;14110;14753;643;2,5;1999;BBTM;BB
d64cefe0-8c48-4717-8fd5-5c109bf06ee3;76 D0107;20;0;7;7;1;941;2;631;1939;2596;657;0;2000;ES;BBSP
d6529f80-7518-436b-b542-60d2cd72033f;76 D0234;20;0;3;11;8;310;8;866;8316;8872;556;6;2006;BBUM;BB-REP
d65af184-aca3-4c7b-ba87-cc20fecc899a;76 D0982;20;0;9;12;70;721;70;811;77190;77280;90;8;1984;BBEDC;??????
d6620090-825e-4c60-91cb-b02c91cf2a94;76 D0920;20;0;7;7;10;809;11;0;10850;11048;198;1,5;2005;COUL;BB
d66a0184-6f13-47b2-893a-0dd00d44db98;76 D0064;20;0;7;7;24;229;30;897;24479;31167;6688;1,5;1993;BBUM;BB-REP
d68963d5-7972-4d97-ac84-4cd605a1b29a;76 D0053;20;0;12;10;44;400;44;942;44590;45132;542;1;2007;COUL;ES
d695a425-f42e-47e3-ac14-125a620d8c0b;76 D0007;20;0;7;7;61;0;63;269;62830;65114;2284;1;2005;ES;BB-REP
d698e094-8a23-4e9c-903b-bbeba66fcef4;76 D0097;20;0;7;7;34;260;34;550;34469;34759;290;1;2007;COUL;BBUM
d69994f5-199a-46ad-9321-0f75df53685c;76 D0011;20;0;10;7;4;139;6;214;4168;6259;2091;1;2007;ES;BBUM
d69d0fb2-7c35-4fbe-a9a1-ee298ac28636;76 D6015;20;0;3;9;82;540;83;0;81574;82034;460;6;2003;BBTMM;!!!!!!
d6a5fb12-15e0-4847-90e6-1f9a33f34099;76 D0926;20;0;11;14;11;936;12;665;12449;13136;687;1,2;2014;ES-BC;AC
d6a65c33-3d40-41e7-88f8-49dc2e37a91c;76 D0117;20;0;7;7;0;0;0;931;0;931;931;1;2009;COUL;COUL
d6b49c0c-3a2f-4819-8b7c-8ba2708e83ea;76 D0293;20;0;7;7;0;0;2;322;0;2335;2335;1;2001;ES;AC
d6b992b5-6551-46b7-9ea4-1f0df787bee9;76 D0006;20;0;10;13;22;226;26;109;22442;26392;3950;1;2013;ES-BC;AC
d6d65964-3cda-4d12-945d-524d08052424;76 D0099;20;0;9;11;20;718;21;154;21060;21484;424;1;2002;ES;BB-REP
d6db2431-4f2b-42c3-9ddc-74e67dcb2290;76 D0222;20;0;7;7;0;204;2;120;204;2074;1870;1;2003;ES;ES
d6e132d6-42f4-4f1d-8a0d-409017dafcdc;76 D0061;20;0;7;7;32;752;36;595;32873;36751;3878;1;2006;ES;ES
d6e53cb1-09c6-49a6-9b50-db5605cac967;76 E0418A3;20;0;1;10;0;0;0;189;0;189;189;2,5;2008;BBTM;BBME
d6ede19d-de6e-4caa-aaa5-62baa3bd8b5e;76 D0270;20;0;7;7;8;288;9;576;8307;9590;1283;0;2008;BBSP;ES
d6f09c76-1290-43e2-a68a-d657aec3e7bd;76 D0027;20;0;7;7;4;58;6;278;4007;6230;2223;1;2009;ES;BBSP
d7107759-72d3-4083-87e8-2c9b03f603aa;76 D0114;20;0;7;7;11;290;11;393;11234;11337;103;4;2002;BB;ES
d7172d9a-570d-4fe4-8cd6-e2c3ea4c3e68;76 D0067;20;0;7;7;50;636;51;137;51997;52496;499;2;2002;BBSP;BB
d722786b-2db5-4f37-9b50-9418ba89fa68;76 D0925;20;0;7;7;55;490;57;135;54205;55765;1560;4;2002;BB;COUL
d73b9bdf-bbdc-41d9-b3f0-f159573d74c2;76 D0112;20;0;7;7;3;332;4;400;3355;4470;1115;1;2002;ES;BBUM
d748bb1f-17a7-423e-8814-05a3a980d383;76 D0127;20;0;7;7;8;440;10;175;8463;10144;1681;1;1999;ES;ES
d751e081-cda0-4f3b-a8b9-53d41cf5dca3;76 D0053;20;0;7;7;21;790;22;572;21942;22729;787;4;2002;BBSP;ES
d763b8a7-a681-43e8-ada4-e54a5dfe4f81;76 D0929;20;0;7;8;20;156;20;660;19582;20086;504;1;2009;COUL;BB
d765a704-eecb-41f7-8748-63dbf45eb28a;76 D0913;20;0;9;12;3;1119;3;1249;4189;4319;130;5;2012;BBSG;BB
d76cd974-e0b7-472e-b4cc-3cfa9647a6bd;76 D0055;20;0;7;7;3;404;3;604;4322;4522;200;3;2000;BBSP;AC
d7843108-f49c-4662-97f9-dafaa6fb4234;76 D0100;20;0;7;7;32;930;32;952;32659;32681;22;4;2003;BB;COUL
d78c6ae1-9b6a-44fc-aa75-8053a81e60bd;76 D0022;20;0;7;7;38;783;39;529;38640;39367;727;4;1999;BB;BB
d7972226-9070-49e3-89cc-4380ef4eded8;76 D6015;20;0;9;12;61;90;66;330;59993;65213;5220;0;1994;ESLGg;!!!!!!
d7b3aa3e-fcdd-4bc2-918d-ea694b1d3f49;76 D0982;20;0;7;7;46;0;46;343;45861;46204;343;1;1996;COUL;ES
d7baed25-a64a-4224-bdfd-b4b56d337e0f;76 D0029;20;0;7;7;6;480;6;526;6557;6603;46;6;1999;BB;ES
d7c1924c-30aa-4e93-82b8-409d091a90f9;76 E0418A4;20;0;1;10;0;0;0;312;0;312;312;2,5;2008;BBTM;BBME
d7f01c5e-5c48-491b-8f88-fe06a68946b3;76 D0047;20;0;2;8;22;605;23;15;21793;22193;400;1;2002;COUL;AC
d7fa7303-6dc4-48c9-858d-f43901f0727f;76 D0013;20;0;7;7;14;662;17;509;14057;16988;2931;1;1999;COUL;BB
d7fb36a9-86e4-47ab-a6e3-d48a3c175d45;76 D0155;20;0;10;13;5;860;6;160;5914;6225;311;1;2012;ECF-BC;AC
d8097605-f0e1-4fd5-b4b4-718a06d77a95;76 D0281;20;0;6;11;14;381;17;677;14650;17919;3269;2;2007;BBSG;BB-REP
d80ac469-d06b-4d1f-86a8-86be7eaf5782;76 D0094A;20;0;2;9;0;406;0;407;406;407;1;4;1996;BB;AC
d80ef171-acef-4ca2-80c8-777019239890;76 D0928;20;0;9;7;33;11;35;500;33193;35684;2491;3,5;2001;BB;!!!!!!
d812d0a0-18e5-45d2-9b3a-7f889b03a19a;76 D0055;20;0;7;7;34;570;36;60;35872;37377;1505;1;2013;ES-MC;BBTM
d8166fc3-58e9-452f-bdd4-bac852348afa;76 D0018E;20;0;9;12;2;650;3;900;2644;3902;1258;6;2004;BB;GB
d82895e8-0854-444b-b9c7-3e0c65fe3b8e;76 D0103;20;0;7;7;6;815;7;200;6844;7241;397;1;2008;ES;ES
d843f506-cb6b-47a8-b4db-2e9f078c7a80;76 D0104;20;0;11;14;0;0;0;629;0;629;629;1,5;2014;ECF-MC;AC
d84a18d7-7b8b-42a8-93d0-184a606aaa0a;76 D0015;20;0;9;13;41;285;41;315;41547;41577;30;6;1993;BB;COUL
d84d1505-e682-4a2e-8d3b-65a70231f70c;76 D0929;20;0;7;7;12;262;12;323;12261;12322;61;8;1998;BBSGP;!!!!!!
d85a489c-c621-40b3-812f-2680a8649ab3;76 D0127;20;0;7;7;10;175;10;672;10144;10641;497;1,5;1997;BBUM;BB-REP
d860713f-4ea4-4196-b14e-c5ea3d418c4e;76 D0079;20;0;11;14;11;5;12;790;11178;12972;1794;1,2;2014;ES-BC;AC
d862c95f-89f4-4532-9d98-110679bb8654;76 D0263;20;0;1;8;18;634;19;987;18106;19462;1356;1;2006;COUL;COUL
d8687044-63c9-4049-8f82-2d3f45f7518f;76 D0075;20;0;7;7;37;797;38;532;38123;38843;720;1;2000;COUL;ES
d86a713b-669e-4b51-ad73-7e2dc38ad81b;76 D0029;20;0;7;7;0;0;0;384;0;384;384;3;1994;BBTM;ES
d87bad99-6112-416d-be70-6c113a999e06;76 D0147;20;0;7;7;3;677;6;937;2246;5458;3212;4;2001;BB;BB
d87fea4a-057f-40df-8d9f-d28a322923d4;76 D0108;20;0;7;7;20;559;22;638;20572;22682;2110;0;2005;ES;ES
d885815c-c8cc-44ff-87d3-baae006c1c79;76 D0100;20;0;7;7;3;1146;5;339;4173;4992;819;0;2001;ES;ES
d8a3036d-2b17-4edb-a3d9-50aa04a40d3f;76 D0307;20;0;7;7;0;350;1;224;350;1232;882;0;2005;ES;ES
d8a30540-1acb-4e1a-a18a-85671793e32c;76 D6015;20;0;7;7;32;630;40;700;30943;39167;8224;0;1995;ESLGg;!!!!!!
d8b3f984-70d2-4a58-a30b-72b4fce057ae;76 D0925;20;0;10;13;115;61;117;700;112245;114885;2640;3;1999;BBTM;COUL
d8c8a449-fe09-4593-be9a-1bf56b04fefd;76 D0064;20;0;7;7;7;149;10;685;7207;10759;3552;4;2004;BB;COUL
d8d8fd9f-fed1-494e-8f5e-a93adf4dbce1;76 D0053;20;0;7;7;22;572;23;50;22729;23204;475;0;2001;ES;ES
d8e4225b-054e-4681-911a-e1a3f4aba61a;76 D0039;20;0;10;7;15;300;18;300;15436;18461;3025;1;2006;COUL;ES
d8e4d653-8093-43d3-9a43-7d8fbfa666cf;76 D6015  G;20;0;11;12;29;621;30;340;3697;4196;499;3;2000;BBTM;AC
d904dc36-e9e1-4a8f-883b-dbd876b4c899;76 D0056;20;0;7;7;28;433;31;735;28411;31564;3153;2;2006;BB-REP;ES
d90f20db-9337-4786-a954-9b8ad8d7f47e;76 D0094E;20;0;10;11;0;300;0;551;300;551;251;1;2011;ECF-BC;AC
d9196064-3b5d-4166-ace4-a3a17d65c487;76 D0913;20;0;11;11;7;400;9;503;6977;9068;2091;5;2002;BB;AC
d91a9b45-b7c4-472f-9dcc-a3f1a65af3f5;76 D0049;20;0;7;7;40;756;41;1192;41547;42987;1440;4;1998;BBTM;BB
d91ebb4c-f658-4c0f-9c24-693023408a7f;76 D0920;20;0;9;11;26;620;26;628;26767;26775;8;3;1998;BBTM;BB
d929f158-00c2-4efc-9646-1d38b96a3585;76 D0925;20;0;7;7;69;560;69;814;68771;69025;254;6;2011;BBSG;BB
d92f27cf-ba2e-4b42-a627-d5da056f6608;76 D0083;20;0;8;8;7;48;7;335;6982;7269;287;1;2011;ES-MC;BB-REP
d94b7aaa-6624-4187-9e47-53b095cb0648;76 D0016;20;0;7;7;19;446;21;130;19412;21118;1706;6;2005;BB-REP;BBUM
d95a9c06-74d5-4ee8-af3e-84fe3c212618;76 D0173;20;0;7;7;3;947;6;800;3954;6828;2874;3;1998;BBTM;BB
d960ef8a-fad0-4ff1-8025-ea3267bd6089;76 D6015;20;0;7;7;94;467;94;500;92587;92620;33;6;1982;BBSGP;!!!!!!
d961a746-2ab1-492a-8de4-21a22845f537;76 D0096;20;0;11;14;30;0;31;558;30508;32080;1572;1,2;2014;ES-BC;AC
d99eeb8b-7c62-4fd1-ae9b-fe526b1d6d34;76 D0022;20;0;7;7;39;529;42;113;39367;42026;2659;1;2014;ES-BC;AC
d9abe08a-193c-4a2a-bd85-697f112fbff4;76 D0084;20;0;11;12;3;863;5;280;1308;2709;1401;2;2013;ES-MC;BB-REP
d9b57001-209f-46fe-8456-dc401dbb0ad1;76 D0234;20;0;9;12;2;735;4;812;2932;4986;2054;2,5;1996;BBUM;ES
d9c41d3e-f67f-4dfd-a628-efe12ac1b489;76 D0278;20;0;7;7;0;0;2;179;0;2192;2192;1,5;2002;ES;ES
d9db0753-4839-480d-bdf5-9572f84dfb8f;76 D0216;20;0;7;7;5;364;6;734;4936;6259;1323;1,5;2005;COUL;ES
d9db7a61-4bdf-434a-af74-8c1df9f6f18c;76 D0940;20;0;7;7;39;230;40;203;39826;40838;1012;4;2000;BB;BB
d9e9760f-a822-4cc5-9e86-2e83ed88cb46;76 D6015;20;0;7;7;74;410;75;0;73354;73934;580;3;2000;BBTMM;!!!!!!
d9eacb7c-4378-4d82-8ec9-c5068774b044;76 D0135;20;0;7;7;0;0;0;640;0;640;640;6;2006;BBSG;BB
da09c975-cd86-4269-bb7d-c04a5e3489b6;76 D0002;20;0;7;7;12;1037;14;132;13041;14115;1074;1;2005;COUL;BB
da20146f-56c6-42e5-9add-da6defb8f3d2;76 D0929;20;0;9;13;66;94;67;730;66055;67666;1611;4;1996;BBMP;!!!!!!
da2ce6ae-6405-432b-a776-0f91a8586789;76 D0086;20;0;11;14;15;893;16;675;12700;13486;786;2;2014;ECF-MC;AC
da2dc856-90ef-467b-8afc-8d4882e2c1f6;76 D0071;20;0;7;7;0;0;5;499;0;5542;5542;0,6;2002;ES;ES
da3ec7cd-0031-4566-8c1c-6a58fca4fd29;76 D0351;20;0;7;7;6;710;9;980;6674;10011;3337;1,5;2011;ES-BC;AC
da422fd4-9b6e-4763-9212-cc64cc2f349d;76 D0107;20;0;7;7;19;615;20;245;19680;20286;606;1;2006;COUL;BBSP
da4931a3-4f52-4df0-a045-0a8ae040fba5;76 D0373;20;0;10;7;4;120;4;200;3722;3802;80;6;2004;BB;BB
da60e413-1be6-457f-a6a6-0230ff8cec78;76 D0020;20;0;7;7;50;597;51;17;50763;51177;414;3;2003;BB;BBTM
da64de01-ffc9-4622-9ffe-1d1ff6042376;76 D0915;20;0;11;14;38;68;40;429;37544;39907;2363;1;2014;ES-BC;AC
da691958-7f73-4513-a773-77dde790b6a0;76 D0007;20;0;7;7;11;173;11;324;11474;11625;151;6;2001;BBSP;AC
da6a3891-271c-433f-a7a0-fee1655c27c7;76 D0011;20;0;10;7;6;294;9;15;6339;9040;2701;1;2007;ES;BBUM
da7ae3b4-511b-45df-a4e6-4134519e9ffa;76 D0090;20;0;2;8;7;530;7;670;5766;5906;140;5;2011;BBSG;AC
da7b5d37-374e-4983-bc5f-ec4a3d58c2e9;76 D0057;20;0;11;14;18;133;18;255;18244;18366;122;1,2;2014;ECF-MC;AC
da8131a6-e2e2-4e27-8cb1-a8a953b6a551;76 D0001;20;0;7;7;12;46;12;106;12016;12076;60;6;2002;BBSP;BB
da89e9ca-6a23-4d6c-9286-350c11a3ed2c;76 D0122;20;0;7;7;5;981;6;780;5981;6781;800;1,8;2002;BBUM;GB-REP
da8d0e19-4dbb-4973-a948-bee3b2a459eb;76 D0115;20;0;7;7;8;450;8;487;8551;8588;37;0;1998;ES;ES
da941ca4-8c51-4ecc-b41d-3064c7fff644;76 D0250;20;0;7;7;3;365;4;347;3353;4343;990;1;2009;ES;ES
da9a26d5-1ae6-43de-918e-b265ee96fd6a;76 D0154;20;0;7;7;7;357;10;275;5990;8929;2939;4;1998;BB;COUL
daad46bd-ca2f-435e-b6c2-041641b775ab;76 D0055;20;0;10;9;0;0;0;500;0;500;500;2;2008;BBUM;BB
daae969c-929b-4f22-aeca-e322ec72c7ff;76 D0021;20;0;11;9;20;773;20;1555;20819;21601;782;0;1981;ES;BB
dabd8008-7f43-4303-9b47-a7576f4491fa;76 D0925;20;0;7;7;68;404;68;740;67266;67602;336;4;2009;BB;COUL
dacb941d-8f1c-4797-a6e3-f6c4767ba82b;76 D0067;20;0;7;7;37;127;37;484;38499;38856;357;1;2009;COUL;BBSP
dacdaa21-b0e3-4925-b206-ba1b9b7379c9;76 D0243;20;0;7;7;0;0;0;1360;0;1360;1360;4;2002;BB;AC
dad41e43-d512-4f61-82c9-648065b2e2b2;76 D0921;20;0;8;11;1;430;1;650;1523;1743;220;4;2012;BBM;BB
dad684d0-eccb-43c7-992d-73b76cde9b05;76 D0051;20;0;2;9;18;185;18;700;18427;18942;515;5,5;1997;BB;BBTM
dae3abee-2a17-462e-9861-4c67bf829f1d;76 D0316A;20;0;7;7;0;0;0;301;0;301;301;1;2012;ECF-MC;BB
dae600a9-5d5f-4501-b67b-44b352ffec22;76 D0018;20;0;3;8;7;600;7;760;8050;8210;160;6;2003;BB;AC
